file_name,score
10427.pkl,1.490236251961723e-06
10428.pkl,4.3026344303517455e-06
1043.pkl,3.5965527528142207e-06
10430.pkl,1.3687235417523998e-06
10431.pkl,1.9283588655687917e-06
10434.pkl,1.4280897198397699e-05
1044.pkl,5.790551841591669e-06
10444.pkl,1.4042375192744185e-05
10445.pkl,5.976829986001937e-06
10446.pkl,1.4457370144803642e-06
10447.pkl,1.4979734167834174e-06
10448.pkl,0.00042663213689272505
1045.pkl,1.3774301979486543e-06
10452.pkl,2.2841847610558947e-05
10453.pkl,4.7093699089349775e-05
10456.pkl,9.304645896357245e-06
10462.pkl,9.464287394075946e-06
10463.pkl,0.001598036279967504
10465.pkl,1.5113864967303374e-06
10466.pkl,2.6256739821083238e-05
10469.pkl,3.5223893038586252e-06
1047.pkl,1.5520683770243421e-06
10470.pkl,0.00018927758091136
10471.pkl,1.0708012510763851e-05
10473.pkl,3.698208521919877e-06
10476.pkl,1.5978191253681364e-05
10478.pkl,9.6639692980298e-05
10479.pkl,7.382814613858855e-06
10480.pkl,5.375398303711462e-05
10481.pkl,0.004687116352461955
10482.pkl,1.5597800680547209e-06
10483.pkl,5.534652560594391e-06
10484.pkl,1.1643825497310604e-05
10486.pkl,3.700608101694557e-06
10488.pkl,6.79944648006477e-06
10489.pkl,4.617567858208078e-06
10490.pkl,1.5528112931886147e-06
10491.pkl,2.328926151726233e-06
10492.pkl,0.04238840376368888
10494.pkl,1.6159512941372735e-05
10495.pkl,2.029970545816544e-06
10497.pkl,6.841284170828116e-06
10499.pkl,1.3519033424874708e-06
1050.pkl,1.39830621188912e-05
10500.pkl,1.38564995407015e-06
10501.pkl,0.006458040873105149
10506.pkl,4.672647254809649e-05
10507.pkl,2.2939200590818e-06
10508.pkl,1.5017740399067148e-06
10509.pkl,1.6504584225089934e-06
1051.pkl,2.234857836481151e-06
10510.pkl,5.257042969150157e-06
10512.pkl,1.9968175137502675e-06
10514.pkl,0.0309556073238706
10516.pkl,0.00017404632734137028
10518.pkl,1.412037078985517e-06
10519.pkl,4.353126283689066e-06
1052.pkl,1.7707922979945723e-06
10520.pkl,0.00044592919272898996
10521.pkl,0.7399303935758338
10522.pkl,1.698864162579789e-06
10526.pkl,0.00084827333999696
10527.pkl,1.90171424106182e-06
1053.pkl,1.798016030016998e-06
10533.pkl,1.8425656033954032e-06
10534.pkl,8.784906714489817e-06
10536.pkl,0.0016365717090234958
10537.pkl,4.962704437409055e-05
10539.pkl,1.7211366215096679e-06
1054.pkl,7.37777336144819e-05
10540.pkl,1.8392038760070702e-06
10541.pkl,0.007713868663345829
10542.pkl,4.3791219734185276e-05
10549.pkl,1.3292261231435407e-06
10552.pkl,1.5368424097494889e-06
10554.pkl,1.8660913074651282e-05
10555.pkl,1.3293816848930071e-06
10556.pkl,1.4651940101991208e-06
10557.pkl,1.4724955672487964e-06
10558.pkl,1.4267705573880024e-06
1056.pkl,1.6737589767798457e-05
10560.pkl,1.2601522311825348e-06
10561.pkl,1.9359736765347408e-06
10562.pkl,1.3676267904869358e-05
10565.pkl,1.486112237684943e-06
10567.pkl,2.5428526356259242e-05
10568.pkl,1.264203692429775e-06
10569.pkl,1.5488262935233053e-06
10570.pkl,3.5564036996692436e-06
10573.pkl,2.998809218571211e-06
10576.pkl,2.7101534000008522e-05
10579.pkl,6.886565850182484e-05
10580.pkl,2.1111560256722264e-06
10582.pkl,1.8575661981574094e-06
10585.pkl,1.4714322244443327e-06
10586.pkl,2.6055115034291384e-06
10588.pkl,1.2662845677398724e-06
10589.pkl,2.4843321920133213e-06
1059.pkl,2.0878205711012157e-06
10590.pkl,1.543515194063188e-06
10592.pkl,4.90274518213753e-06
10594.pkl,0.000242833613032608
10595.pkl,2.8982432258837673e-05
10596.pkl,1.3678253570547222e-06
10597.pkl,1.3037826362826894e-06
1060.pkl,1.5140116177469352e-06
10602.pkl,1.3796851480610686e-06
10604.pkl,4.3523911229228497e-05
10605.pkl,3.409478265747464e-06
10606.pkl,1.2195355257811871e-05
10607.pkl,1.84058932616826e-06
10608.pkl,2.683891084710663e-06
10609.pkl,1.4460617248247675e-06
10610.pkl,0.02655923573788886
10611.pkl,3.579844665955883e-06
10612.pkl,1.778941411819521e-06
10617.pkl,2.5815275810422815e-06
10619.pkl,1.2503715390229873e-06
10621.pkl,1.4543514801901682e-06
10622.pkl,2.0477803663598224e-06
10624.pkl,2.2812656441193926e-06
10625.pkl,1.4277468026822917e-06
10626.pkl,1.4106548924081745e-06
10628.pkl,7.876548169675783e-06
10630.pkl,1.2939465575431142e-06
10631.pkl,1.721496988229271e-05
10632.pkl,4.081597451512313e-05
10633.pkl,2.41808877266367e-05
10634.pkl,2.1726761322696455e-06
10636.pkl,3.216069894225088e-06
10637.pkl,2.4040423058067695e-06
10638.pkl,0.7395752313593368
10640.pkl,1.5249821203274767e-06
10641.pkl,2.5044815578609313e-06
10646.pkl,1.997506829212108e-06
10648.pkl,5.093711053353044e-06
10650.pkl,4.577066320006319e-06
10652.pkl,3.306743288042498e-06
10653.pkl,4.819646519752182e-06
10655.pkl,0.007415016628861419
10656.pkl,1.557303309348721e-06
10658.pkl,6.72325200841354e-05
1066.pkl,1.3853911852722042e-06
10660.pkl,0.0001044019868171779
10662.pkl,2.3470420767994575e-06
10664.pkl,1.3621991648649852e-06
10666.pkl,8.316248657365706e-05
10668.pkl,1.6286902369833721e-06
10669.pkl,1.1379669970523321e-05
1067.pkl,1.9322280880832804e-06
10670.pkl,2.642455816751464e-06
10673.pkl,1.1573580456244293e-05
10676.pkl,5.678447376411374e-06
10677.pkl,2.2632882335248953e-06
10678.pkl,1.3908333615628753e-06
10679.pkl,2.209046081002116e-05
1068.pkl,7.2625018673934405e-06
10680.pkl,2.530051464490617e-06
10681.pkl,1.493674710636058e-05
10683.pkl,1.2818024978603413e-06
10688.pkl,1.4846528335632029e-06
10689.pkl,6.613786219647881e-06
1069.pkl,3.946400258773799e-06
10690.pkl,1.4487696084987615e-06
10693.pkl,1.580027771803224e-06
10694.pkl,1.6224773918123783e-06
10696.pkl,1.7448693430702238e-06
10697.pkl,3.447020743009027e-05
10699.pkl,1.4013930818148908e-06
1070.pkl,3.518839491371897e-06
10700.pkl,1.3964586394277793e-06
10701.pkl,1.7067694634109628e-06
10702.pkl,1.5874854912113377e-06
10704.pkl,7.646797529467212e-05
10707.pkl,9.741656130581111e-06
10710.pkl,5.626695230389999e-06
10711.pkl,2.554989071584884e-06
10715.pkl,1.455757201912548e-06
10717.pkl,1.377481536670227e-06
10719.pkl,2.1324660264613586e-06
1072.pkl,1.3305380532672322e-05
10722.pkl,4.589158919253466e-06
10724.pkl,1.5826522881202478e-06
10725.pkl,1.5611111209461852e-06
10726.pkl,1.4334413902901339e-06
10728.pkl,0.6981738856524394
1073.pkl,6.708606872614527e-06
10730.pkl,8.019840939766536e-06
10732.pkl,1.7443196949307654e-06
10733.pkl,1.5150076308594429e-06
10734.pkl,3.6620940650660855e-06
10735.pkl,1.3911179058929686e-06
10739.pkl,2.0834423747709364e-05
10741.pkl,5.0386996329004435e-06
10744.pkl,2.390909296875804e-06
10745.pkl,1.2876130020576301e-05
10746.pkl,2.494804282127569e-06
10748.pkl,0.00017496922181981506
1075.pkl,1.3206819289305864e-06
10751.pkl,1.3944640714935046e-06
10752.pkl,1.5028975583845899e-06
10753.pkl,1.2975274559022832e-06
10754.pkl,0.00013226247224792844
10755.pkl,1.5451924944814772e-06
10756.pkl,5.323385545917843e-06
10759.pkl,1.2619062736301792e-05
10761.pkl,1.4170950359245842e-06
10763.pkl,0.00011266201277292199
10764.pkl,4.651901956720516e-06
10767.pkl,0.00136967434182002
10768.pkl,2.2279879567282967e-06
10769.pkl,2.3203886453759753e-05
10770.pkl,1.3937615253260557e-05
10771.pkl,1.3605863402566533e-06
10772.pkl,1.925323277292744e-06
10774.pkl,3.363039970374863e-06
10776.pkl,6.792382518366764e-06
10779.pkl,1.2680408556242508e-06
10780.pkl,2.527136416561277e-05
10781.pkl,7.879558100737061e-06
10784.pkl,2.195951725023383e-06
10785.pkl,0.0003586572820359052
10786.pkl,0.002432532639582774
10787.pkl,1.6135191436874824e-06
1079.pkl,2.750892121997271e-05
10791.pkl,5.795241247957933e-06
10792.pkl,7.357835853973048e-05
10794.pkl,1.0913740672576747e-05
10797.pkl,8.826042197249487e-06
10799.pkl,1.4939515110024956e-06
1080.pkl,1.111776651328305e-05
10800.pkl,3.164156612171175e-06
10801.pkl,4.521929147509389e-06
10802.pkl,1.4281851744437277e-06
10803.pkl,0.000734898146240678
10808.pkl,0.0004964041240272919
10809.pkl,1.6296237295613548e-06
10811.pkl,6.064655943304453e-06
10812.pkl,3.861123019208646e-06
10815.pkl,1.4644252175943175e-06
10816.pkl,1.7254062693033723e-06
10818.pkl,1.8237869061063968e-06
10819.pkl,1.2818508525729248e-06
1082.pkl,6.142232965557964e-06
10821.pkl,1.437409168106478e-06
10825.pkl,1.635058667770439e-06
10826.pkl,1.7325343982020754e-06
10827.pkl,1.3542041308434344e-06
10829.pkl,2.5809860456246215e-05
1083.pkl,3.3159402620337293e-06
10830.pkl,0.00018106131829334198
10832.pkl,5.353051286727868e-06
10834.pkl,2.082344361793824e-06
10836.pkl,4.0290991334241765e-06
10837.pkl,1.6264537517098683e-06
10838.pkl,6.060933720062793e-06
10840.pkl,2.533264465616447e-06
10842.pkl,1.4687956231938635e-06
10844.pkl,1.5072234842015883e-06
10847.pkl,1.2806598037772438e-06
10848.pkl,1.5976554810895415e-06
10849.pkl,3.77697693611821e-06
1085.pkl,1.9643309670774465e-06
10850.pkl,2.0029679850764447e-06
10851.pkl,2.3307173096468676e-06
10852.pkl,3.138304320049436e-06
10853.pkl,1.2337062275655628e-06
10854.pkl,6.905596766931461e-06
10855.pkl,1.9780800690937612e-06
10857.pkl,1.438234574158557e-06
10858.pkl,0.07400163198051274
10859.pkl,4.789983979649168e-06
10860.pkl,1.7372904368582554e-06
10861.pkl,7.190414757214474e-06
10863.pkl,0.00041806676179179
10864.pkl,1.5614135459112483e-06
10868.pkl,4.9252175381911175e-06
1087.pkl,5.111784753473062e-05
10870.pkl,4.8360747943839165e-05
10872.pkl,1.527000425617643e-06
10873.pkl,2.2942964525369715e-06
10875.pkl,2.0103958609367108e-05
10878.pkl,6.038955255870061e-06
10879.pkl,5.2418379055800195e-06
1088.pkl,2.3078060172586703e-05
10880.pkl,4.03840530917122e-05
10881.pkl,1.926649703885223e-05
10883.pkl,5.351694265394397e-06
10884.pkl,1.2660605195012242e-06
10886.pkl,6.615099613786441e-06
10887.pkl,8.2949255801148e-05
10888.pkl,1.83007411043388e-06
10889.pkl,1.6180101007329283e-06
1089.pkl,1.3875809060280252e-06
10896.pkl,3.888971322280052e-05
10897.pkl,6.247669624202974e-05
10899.pkl,7.25371286143597e-05
109.pkl,7.716887613076274e-05
10901.pkl,0.0029633318319031
10903.pkl,1.809789357278097e-06
10904.pkl,3.0694222726133197e-06
10905.pkl,5.193472489777279e-06
10906.pkl,8.792327720543336e-06
10908.pkl,1.3786931243845041e-06
10909.pkl,1.2595281921818046e-06
10911.pkl,2.008288441405108e-06
10913.pkl,3.461581916847772e-06
10914.pkl,0.00017012401165874739
10916.pkl,1.7703071415053498e-06
10919.pkl,1.881110402126687e-06
1092.pkl,7.982884478994983e-06
10920.pkl,2.2359372374544814e-06
10923.pkl,1.9847522459597357e-06
10927.pkl,1.2608503263385532e-06
1093.pkl,6.74201529152803e-06
10932.pkl,2.013434004950889e-06
10935.pkl,1.7553467692013892e-06
10937.pkl,6.14110414769722e-05
10938.pkl,1.4698131103442132e-06
10939.pkl,1.4321568405047727e-06
1094.pkl,2.1000148039540338e-06
10940.pkl,1.8868928894514756e-06
10941.pkl,1.8680471025773918e-06
10943.pkl,1.806950337985572e-06
10944.pkl,1.3165149339705777e-06
10946.pkl,3.862952295514157e-05
10947.pkl,1.276592250640264e-06
1095.pkl,1.488538518100111e-06
10950.pkl,5.929187410727567e-05
10951.pkl,1.333937250987872e-06
10953.pkl,3.715670462578702e-06
10959.pkl,2.9310284171286842e-06
10960.pkl,1.910513978116182e-06
10961.pkl,3.7999113711771104e-06
10963.pkl,8.110621249406828e-06
10966.pkl,5.1136675994405465e-05
10967.pkl,6.930772760393396e-06
10968.pkl,0.0012462759433006917
10969.pkl,3.220207637695258e-06
10971.pkl,1.4810178054908814e-06
10973.pkl,0.00010727269863036998
10978.pkl,1.8322426449720232e-06
10979.pkl,0.020908187501720348
1098.pkl,1.3795227030187302e-06
10980.pkl,2.0004224240886564e-05
10981.pkl,2.0653055501859758e-06
10982.pkl,1.3036474407205206e-06
10983.pkl,1.3546605416415477e-06
10986.pkl,2.6870082825558002e-05
10987.pkl,2.602356553042545e-06
10988.pkl,1.7169867915752873e-06
1099.pkl,0.00102537785773461
10990.pkl,1.4113757945401817e-06
10991.pkl,1.3418872806045587e-05
10992.pkl,8.162925058932442e-06
10994.pkl,4.074494956705102e-05
10996.pkl,7.886728966911362e-06
10997.pkl,1.3862752348270056e-06
10998.pkl,1.4700346639836206e-05
10999.pkl,2.127035305220058e-06
11.pkl,1.416879845846259e-06
1100.pkl,1.4773733859509411e-05
11001.pkl,1.3589736118916548e-06
11003.pkl,1.522633337164747e-06
11008.pkl,3.227102921576444e-05
11009.pkl,7.35956667354302e-05
11010.pkl,8.367308204927144e-06
11012.pkl,2.0817398314704537e-05
11013.pkl,1.7735539072500694e-05
11014.pkl,9.025952064259499e-06
11015.pkl,1.4428400148546953e-06
11020.pkl,3.550224537697645e-05
11021.pkl,2.463907277846227e-05
11023.pkl,8.194697720104657e-06
11026.pkl,1.1363519600804365e-05
11027.pkl,1.5777045042625793e-06
11028.pkl,1.2630850859483968e-06
11029.pkl,0.00567529563738828
11030.pkl,7.749645386162575e-05
11031.pkl,3.125503175451632e-06
11035.pkl,1.8787129766534956e-06
11036.pkl,3.933671345342186e-06
11038.pkl,1.7575176704483096e-06
11039.pkl,0.000538888013822764
1104.pkl,0.0024211846203190017
11040.pkl,0.00010997263492211
11041.pkl,3.2158626427716616e-06
11044.pkl,1.3619074510519982e-06
11045.pkl,1.1396834762835288e-05
11048.pkl,0.000381473261188356
11049.pkl,5.485473623207163e-05
1105.pkl,1.9786008832053592e-06
11051.pkl,2.028248721463634e-06
11057.pkl,0.0006989207315741359
11061.pkl,1.396249301130362e-06
11065.pkl,1.4421535195990664e-06
11069.pkl,1.4982038871850463e-06
1107.pkl,1.7694341061516106e-05
11070.pkl,1.726198690640146e-06
11071.pkl,4.777626995358465e-06
11076.pkl,3.3142713564057945e-06
11077.pkl,1.3995828925289262e-06
11078.pkl,1.3124889533731201e-06
1108.pkl,1.5034247050528223e-06
11081.pkl,1.7038640115511966e-06
11083.pkl,6.8328785521511754e-06
11084.pkl,1.4875130963121086e-06
11085.pkl,1.9949336491627118e-06
1109.pkl,0.00011794390052824977
11091.pkl,1.6184311224922986e-06
11094.pkl,1.4228008087848285e-06
11096.pkl,1.3253448824961915e-06
11098.pkl,3.7880359026150575e-05
111.pkl,1.1540534621590977e-05
1110.pkl,2.6971555304909895e-06
11101.pkl,5.9568849159556405e-06
11103.pkl,1.2562304628700692e-06
11104.pkl,5.133368096673039e-06
11105.pkl,2.192898992058162e-06
11107.pkl,1.684527819846412e-06
11108.pkl,2.808141542442477e-06
11110.pkl,1.541363385598506e-06
11112.pkl,2.5987067870229096e-06
11114.pkl,1.4017455005580183e-06
11115.pkl,0.000613090943728838
11118.pkl,2.875249400069187e-05
1112.pkl,1.5549449147887698e-06
11120.pkl,1.0856011380624462e-05
11122.pkl,1.254215996610438e-06
11123.pkl,1.5805141007017967e-06
11125.pkl,6.537173326181511e-06
11128.pkl,0.00040045991039066
11130.pkl,1.4863336418136239e-06
11131.pkl,0.00215220197412968
11134.pkl,2.233702866731951e-06
11135.pkl,2.0026513128359926e-06
11136.pkl,2.017713241505398e-06
11137.pkl,1.3351428483335143e-06
11138.pkl,1.5094080372362175e-06
11139.pkl,1.457041862869949e-06
11140.pkl,1.8693745204487987e-06
11144.pkl,1.3512739911662839e-06
11146.pkl,2.0254074378619317e-06
11147.pkl,1.5036190070941855e-06
1115.pkl,3.13858171670048e-05
11150.pkl,0.0023306546514586797
11155.pkl,1.605603572431087e-06
11156.pkl,1.2932151503663634e-06
11157.pkl,1.7265751980319824e-06
11159.pkl,2.1523972301949114e-06
11160.pkl,2.709010179884482e-05
11161.pkl,1.2741112843871212e-05
11164.pkl,3.904313055832526e-06
11165.pkl,1.5282812023310366e-06
11166.pkl,5.728177168189748e-06
11167.pkl,0.00021968830022026
11168.pkl,3.1510598506468986e-06
1117.pkl,2.7275182730918835e-05
11171.pkl,4.43464516742324e-05
11172.pkl,1.1694143341750926e-05
11174.pkl,2.773722985540598e-06
11175.pkl,1.3781163325957213e-05
11176.pkl,1.6096273731533937e-06
11178.pkl,6.9349949302384005e-06
11179.pkl,2.045212488262687e-06
11180.pkl,3.701172051147012e-06
11184.pkl,9.984779426984555e-05
11185.pkl,2.5515168750399867e-06
11187.pkl,5.269028121888151e-06
1119.pkl,1.4727683049397735e-05
11191.pkl,3.2772017816611344e-06
11192.pkl,3.077571236227959e-05
11194.pkl,4.87844232887966e-06
11195.pkl,1.4576287085941036e-06
11197.pkl,1.4847113037156592e-06
11198.pkl,1.7578834350150536e-06
11199.pkl,1.3832733232938786e-06
112.pkl,1.4290918624596682e-06
1120.pkl,1.9951671746118963e-06
11200.pkl,1.9373707835515733e-06
11201.pkl,0.0019286544883784398
11202.pkl,2.4757780830139127e-05
11203.pkl,1.2686781505284452e-06
11206.pkl,1.937285110032994e-05
11208.pkl,0.0002828881150821221
1121.pkl,1.967652241995031e-06
11210.pkl,1.813836930164344e-05
11213.pkl,2.919577274944836e-06
11215.pkl,1.4316956567234279e-06
